date,facility_id,facility_name,region,department,electricity_kwh,fuel_liters,renewable_kwh,transport_km,process_units,production_output_tons,waste_tons,offsets_tco2e,scope1_tco2e,scope2_tco2e,scope3_tco2e,total_tco2e,carbon_intensity
2025-12-27,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,2200.48,314.64,574.12,651.29,888.38,112.54,8.26,1.769,1.713208,0.547742,16.505239,16.997165,0.151035
2025-12-28,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,2238.39,291.27,1086.26,431.47,969.95,122.13,7.12,2.114,1.677337,0.40148,16.882146,16.847036,0.137946
2025-12-29,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4190.23,430.47,1540.78,985.19,1202.47,187.97,10.02,5.268,2.350911,0.904296,25.236724,23.224353,0.123554
2025-12-30,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3554.0,420.36,1341.79,919.89,1259.31,177.84,7.74,5.143,2.359175,0.756153,23.192131,21.164528,0.119011
2025-12-31,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3474.23,416.1,1087.46,972.36,1512.89,217.0,11.7,3.48,2.570739,0.808688,28.929793,28.829439,0.132852
2026-01-01,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3497.39,443.16,1495.42,936.24,1628.77,221.9,11.14,3.11,2.733714,0.689858,29.178321,29.492385,0.13291
2026-01-02,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3358.33,490.36,974.66,857.38,1536.03,198.35,13.29,3.6,2.767332,0.805433,27.603899,27.576941,0.139034
2026-01-03,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,2107.58,212.89,770.18,511.63,756.82,105.6,4.74,2.88,1.303483,0.456325,14.224096,13.103499,0.124084
2026-01-04,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,2634.68,242.52,951.49,500.62,873.95,117.04,5.0,3.956,1.47919,0.573953,15.509878,13.606851,0.116258
2026-01-05,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3748.5,426.63,1830.45,963.52,1442.11,215.86,10.44,4.894,2.537807,0.668817,28.278074,26.590904,0.123187
2026-01-06,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3580.06,476.68,1014.67,804.85,1374.2,207.52,9.66,3.794,2.584737,0.866155,26.993489,26.65017,0.12842
2026-01-07,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3676.96,425.1,1452.46,954.9,1056.76,144.51,6.51,3.243,2.208368,0.762399,19.259979,18.987331,0.131392
2026-01-08,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3237.32,423.0,1155.18,867.87,1334.89,187.15,9.58,4.563,2.419854,0.709562,24.897246,23.463224,0.125369
2026-01-09,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3536.35,483.88,1021.58,909.11,1340.3,174.28,7.83,3.621,2.595389,0.849598,22.857796,22.681753,0.130146
2026-01-10,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,2225.04,202.71,865.22,608.43,765.8,104.45,6.9,5.334,1.302143,0.465601,15.075674,11.509014,0.110185
2026-01-11,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,2244.04,367.27,877.53,378.37,744.02,102.54,3.16,1.475,1.681142,0.468049,13.164726,13.839299,0.134971
2026-01-12,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3312.45,412.32,1583.35,841.11,953.08,146.31,8.31,2.952,2.06543,0.601608,20.129871,19.84451,0.135631
2026-01-13,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3416.37,456.92,1139.25,863.8,1661.98,216.44,11.19,2.683,2.78474,0.77355,28.592669,29.468301,0.13615
2026-01-14,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4444.17,468.67,2021.22,850.83,1431.33,192.67,9.07,3.907,2.620016,0.83911,25.241612,24.793313,0.128683
2026-01-15,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4961.6,435.61,1940.11,767.45,1572.53,214.06,10.08,4.258,2.634189,1.0349,27.819703,27.231228,0.127215
2026-01-16,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4858.33,416.42,1430.42,956.85,1165.37,181.04,9.11,3.83,2.276718,1.158846,24.122335,23.728248,0.131067
2026-01-17,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3187.34,191.15,1666.73,403.77,854.8,115.49,4.06,3.558,1.307015,0.534499,14.893423,13.177138,0.114095
2026-01-18,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3039.14,284.15,1176.64,464.27,1013.58,133.03,6.08,3.936,1.701147,0.637551,17.590846,15.993256,0.120223
2026-01-19,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4672.47,444.09,1838.77,770.34,1431.47,193.55,11.84,4.135,2.538959,0.970963,26.443127,25.81814,0.133395
2026-01-20,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4860.94,465.05,2348.57,880.68,1529.13,205.9,10.58,3.374,2.698134,0.875082,27.260158,27.459702,0.133362
2026-01-21,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4219.36,470.0,1731.32,972.82,1301.17,183.12,10.63,3.895,2.537424,0.854834,24.983505,24.480572,0.133688
2026-01-22,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4346.54,389.92,1456.4,918.61,1084.81,156.22,8.75,3.84,2.13077,0.982004,21.388172,20.66113,0.132258
2026-01-23,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4012.74,439.06,1455.96,813.62,1192.01,188.97,10.57,4.732,2.332551,0.872056,25.465082,23.937766,0.126677
2026-01-24,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,2217.98,174.34,1116.76,550.15,748.51,105.39,4.57,4.753,1.200521,0.385295,14.15637,10.989371,0.104271
2026-01-25,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,2279.83,262.41,937.07,488.09,810.95,125.75,8.34,4.387,1.47719,0.461397,17.801338,15.352842,0.12209
2026-01-26,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3525.46,540.51,2066.34,878.5,1306.61,197.05,8.82,4.37,2.713031,0.522132,25.606334,24.471447,0.124186
2026-01-27,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3789.66,383.59,1926.63,1042.09,1364.93,176.29,7.25,2.846,2.372568,0.652576,22.90244,23.081498,0.130931
2026-01-28,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3560.09,335.25,1430.47,841.0,1551.37,197.65,8.5,3.552,2.361401,0.730672,25.510725,25.050987,0.126741
2026-01-29,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3970.35,538.73,1613.72,880.19,1264.03,183.99,10.14,3.442,2.672831,0.809167,24.812674,24.853033,0.135078
2026-01-30,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3899.15,458.88,1606.45,895.37,1301.42,191.16,10.33,5.234,2.493122,0.787941,25.639859,23.687171,0.123912
2026-01-31,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,2795.37,245.37,1140.63,752.63,806.87,113.53,7.7,4.304,1.478364,0.568317,16.436699,14.179804,0.124904
2026-02-01,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,2413.17,219.49,933.6,374.72,711.53,100.45,5.94,3.876,1.25711,0.506448,14.114146,12.001934,0.119485
2026-02-02,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3663.02,426.42,1286.98,768.6,1370.13,197.25,10.01,2.994,2.439747,0.809102,26.058692,26.313856,0.133403
2026-02-03,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3681.32,474.22,1587.67,877.61,1366.97,188.54,7.29,3.533,2.585904,0.721919,24.083634,23.858646,0.126541
2026-02-04,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4026.7,458.56,1228.53,970.16,1305.66,187.67,9.43,4.046,2.510031,0.947159,24.947533,24.358232,0.129794
2026-02-05,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4043.65,458.26,1779.15,791.16,1246.62,179.09,10.88,3.752,2.425627,0.78206,24.560117,24.015591,0.134099
2026-02-06,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3772.59,412.94,1880.17,943.52,1105.8,167.14,7.03,4.122,2.21482,0.661346,21.80717,20.560944,0.123016
2026-02-07,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3093.33,261.31,1613.38,574.05,714.86,107.85,7.26,4.352,1.409853,0.520031,15.553603,13.131041,0.121751
2026-02-08,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3073.66,265.14,1152.11,579.34,828.96,117.93,6.18,2.566,1.516966,0.656538,16.145478,15.752554,0.13357
2026-02-09,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4729.31,444.44,1665.12,694.49,1367.08,185.95,10.66,3.825,2.471397,1.043538,25.118826,24.808473,0.133417
2026-02-10,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4678.92,342.33,2001.11,877.82,1282.69,174.83,8.47,3.613,2.161693,0.922764,23.163471,22.635418,0.129468
2026-02-11,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,5000.24,452.23,2641.55,799.5,1407.2,206.03,10.75,5.52,2.545928,0.830201,27.292237,25.148524,0.122062
2026-02-12,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4673.61,357.07,1738.92,891.26,1317.37,205.04,8.72,2.318,2.232867,1.002293,26.393061,27.310247,0.133196
2026-02-13,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,5072.61,372.67,1712.77,877.62,1343.39,195.14,10.54,4.48,2.293944,1.141986,26.131435,25.087025,0.128556
2026-02-14,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,2755.06,302.38,1194.28,481.71,851.97,133.31,8.33,3.34,1.617561,0.538389,18.576595,17.392888,0.130466
2026-02-15,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3076.33,291.73,1620.04,504.19,905.82,123.33,9.29,4.959,1.638522,0.512362,17.960999,15.152402,0.122859
2026-02-16,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3702.75,397.46,2295.7,828.12,1444.48,214.87,13.22,4.467,2.435903,0.509498,29.260524,27.738953,0.129098
2026-02-17,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4043.76,437.07,1978.81,751.76,1121.02,167.03,7.9,4.017,2.255835,0.720201,22.040012,20.99912,0.125718
2026-02-18,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4163.31,373.49,1541.42,795.03,1325.03,173.33,8.03,5.689,2.265033,0.89522,22.771067,20.242179,0.116785
2026-02-19,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3714.56,462.35,1411.83,755.59,1487.38,183.49,7.96,4.307,2.632065,0.787396,23.766609,22.878816,0.124689
2026-02-20,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3974.84,439.11,1461.52,894.18,1460.01,196.46,10.08,2.663,2.573125,0.857833,26.084462,26.852396,0.136683
2026-02-21,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,2323.31,248.48,634.71,405.26,775.95,106.27,8.13,4.926,1.394721,0.569469,15.654703,12.693192,0.119443
2026-02-22,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,2376.92,327.63,1196.52,496.49,683.11,97.96,8.08,3.587,1.546186,0.412987,14.830316,13.202663,0.134777
2026-02-23,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4773.86,405.43,2363.32,839.22,1132.9,173.95,8.47,5.66,2.197635,0.841791,23.049431,20.428363,0.117437
2026-02-24,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4730.47,437.39,1770.94,956.14,1398.17,206.07,12.53,2.813,2.528331,1.011119,28.14037,28.866601,0.14008
2026-02-25,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,5178.36,504.88,1494.89,694.95,1382.17,197.53,9.82,4.457,2.646139,1.24441,25.960431,25.394439,0.128557
2026-02-26,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3579.84,453.06,1447.2,781.19,1068.63,154.02,6.18,3.456,2.26028,0.731999,19.996427,19.532486,0.126817
2026-02-27,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4104.66,515.88,2036.93,802.5,1379.09,200.03,10.25,3.787,2.693473,0.722269,26.467058,26.095779,0.130462
2026-02-28,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,2137.26,238.68,1025.06,448.05,837.99,132.53,8.38,3.489,1.428713,0.387101,18.492525,16.819481,0.12691
2026-03-01,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,2581.05,231.1,809.65,602.39,1013.25,151.39,6.18,3.368,1.58494,0.600237,19.613952,18.43104,0.121747
2026-03-02,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3820.22,429.87,1619.42,628.48,1449.64,199.57,9.03,4.893,2.489158,0.757889,25.797173,24.151675,0.121018
2026-03-03,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4706.4,380.07,2564.97,804.32,1256.85,172.02,8.3,2.919,2.227167,0.757031,22.756846,22.822447,0.132674
2026-03-04,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,5045.33,477.89,2788.21,1134.79,1171.69,186.07,9.45,3.483,2.480573,0.799606,24.89365,24.691162,0.132697
2026-03-05,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,5295.47,416.42,2701.39,794.51,1196.84,195.43,12.35,4.706,2.27231,0.909015,26.866034,25.340966,0.12967
2026-03-06,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,5328.32,495.29,2715.95,715.46,1111.42,165.48,8.7,4.59,2.396904,0.915337,22.195681,20.917702,0.126407
2026-03-07,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,2926.2,379.11,1344.91,596.45,911.87,122.74,6.22,4.349,1.89531,0.548139,16.6706,14.765333,0.120299
2026-03-08,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3197.35,240.49,1749.23,587.29,1047.81,140.75,6.12,4.782,1.636248,0.512227,18.477937,15.844831,0.112575
2026-03-09,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4927.9,538.34,2211.43,889.4,1271.96,170.53,7.66,4.158,2.680182,0.939675,22.387932,21.850123,0.128129
2026-03-10,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4989.28,449.67,2571.18,992.2,1191.63,171.54,8.46,5.267,2.394611,0.8484,22.891495,20.867598,0.121646
2026-03-11,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4766.58,470.04,2632.0,666.71,1348.58,191.08,9.17,5.667,2.519188,0.756099,25.002803,22.611315,0.118334
2026-03-12,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3969.48,403.97,1487.68,798.53,1263.47,197.68,8.62,2.509,2.295668,0.847955,25.537926,26.172714,0.132399
2026-03-13,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3738.18,420.63,1515.48,751.2,1365.84,188.32,9.52,3.46,2.417329,0.763054,24.920046,24.640325,0.130845
2026-03-14,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,2934.18,301.26,1366.51,301.44,843.7,125.11,3.33,3.403,1.573362,0.544076,15.518476,14.233263,0.113762
2026-03-15,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,2392.09,233.84,1165.93,586.0,871.02,137.42,6.63,3.996,1.469699,0.427473,18.350349,16.251634,0.118265
2026-03-16,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4091.78,432.75,2456.86,820.99,1231.05,212.4,13.29,3.903,2.349844,0.587844,29.032496,28.067455,0.132143
2026-03-17,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4442.26,456.28,2413.88,732.44,1239.67,171.55,7.87,3.243,2.403304,0.716755,22.482665,22.359321,0.130335
2026-03-18,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3616.15,472.07,1768.89,1046.17,1447.34,201.47,7.38,3.242,2.679685,0.644252,25.559297,25.640857,0.12727
2026-03-19,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,6534.59,490.34,2198.35,831.88,1313.97,175.8,11.12,5.579,2.575907,1.473619,24.347214,22.817704,0.12979
2026-03-20,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4396.33,505.31,2545.75,926.71,1208.97,163.15,7.2,3.077,2.545849,0.660726,21.457179,21.586588,0.132311
2026-03-21,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,2480.46,253.83,1088.85,498.82,879.94,123.2,4.84,3.683,1.514175,0.480512,16.077936,14.389899,0.116801
2026-03-22,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,2546.43,315.27,969.63,702.72,762.69,112.71,7.47,4.29,1.619088,0.539229,16.223671,14.092327,0.125036
2026-03-23,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3956.22,486.58,1536.61,878.54,978.38,134.93,7.76,3.095,2.292799,0.828414,18.749691,18.775547,0.139152
2026-03-24,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3847.05,446.04,1633.46,876.99,1203.05,179.28,10.4,4.589,2.372581,0.762384,24.433835,22.980264,0.128178
2026-03-25,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4312.71,481.66,1949.22,916.46,1555.19,230.59,13.55,5.361,2.771334,0.818074,31.07611,29.304293,0.127082
2026-03-26,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4151.71,470.14,1917.8,861.35,1802.65,246.39,12.38,3.818,2.937846,0.774715,32.180399,32.074665,0.13018
2026-03-27,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,5219.95,491.09,2297.63,875.11,1770.2,246.93,12.49,3.155,2.969367,1.009273,32.290359,33.113748,0.134102
2026-03-28,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,2939.69,226.7,1323.99,616.68,980.17,132.91,7.16,3.646,1.54808,0.559075,18.126436,16.5878,0.124806
2026-03-29,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,2741.49,273.18,944.57,565.25,967.6,138.19,5.63,3.675,1.652291,0.611326,17.99706,16.586111,0.120023
2026-03-30,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4926.59,441.95,2253.08,969.26,1427.72,194.59,10.94,4.37,2.567876,0.926335,26.296923,25.420782,0.130638
2026-03-31,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4958.91,580.96,1546.73,764.43,1232.48,177.51,8.54,3.594,2.737483,1.155962,23.397917,23.697531,0.133501
2026-04-01,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,4735.23,388.82,1649.45,850.17,1158.69,172.17,7.81,4.034,2.176868,1.050352,22.594361,21.787371,0.126542
2026-04-02,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,5407.28,461.53,2140.42,742.3,1203.75,164.15,7.79,4.393,2.389094,1.119792,21.693575,20.809377,0.12677
2026-04-03,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,5141.66,434.06,2275.85,982.73,1313.47,176.11,9.65,3.178,2.453323,0.990205,23.855267,24.120398,0.136958
2026-04-04,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,3053.98,300.03,1234.09,453.49,648.68,85.72,4.37,2.078,1.435128,0.624635,11.983297,11.964845,0.139579
2026-04-05,FAC-DE-01,Digital Motor Works,Bavaria-DE,Assembly,1949.83,255.16,705.78,479.24,687.21,99.72,4.53,2.993,1.352131,0.424262,13.509749,12.292818,0.123272
